Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2010-12,17707779.41,https://www.gateshead.gov.uk/media/4357/201012/excel/201012.csv?m=636541299872500000
2011-01,19564851.39,https://www.gateshead.gov.uk/media/4358/201101/excel/201101.csv?m=636474841814700000
2011-02,18370761.06,https://www.gateshead.gov.uk/media/4359/201102/excel/201102.csv?m=636474841817830000
2011-03,31930638.02,https://www.gateshead.gov.uk/media/4360/201103/excel/201103.csv?m=636474841820970000
2011-04,14339128.29,https://www.gateshead.gov.uk/media/4361/201104/excel/201104.csv?m=636474841824370000
2011-05,18689544.90,https://www.gateshead.gov.uk/media/4362/201105/excel/201105.csv?m=636474841827300000
2011-06,17100150.73,https://www.gateshead.gov.uk/media/4363/201106/excel/201106.csv?m=636474841830370000
2011-07,17030223.39,https://www.gateshead.gov.uk/media/4364/201107/excel/201107.csv?m=636474841833200000
2011-08,16988394.11,https://www.gateshead.gov.uk/media/4365/201108/excel/201108.csv?m=636474841836470000
2011-09,15796951.91,https://www.gateshead.gov.uk/media/4366/201109/excel/201109.csv?m=636474841839670000
2011-10,17602892.58,https://www.gateshead.gov.uk/media/4367/201110/excel/201110.csv?m=636474841842670000
2011-11,15612069.15,https://www.gateshead.gov.uk/media/4368/201111/excel/201111.csv?m=636474841846430000
2011-12,14837301.59,https://www.gateshead.gov.uk/media/4369/201112/excel/201112.csv?m=636474841850130000
2012-01,15057543.87,https://www.gateshead.gov.uk/media/4370/201201/excel/201201.csv?m=636474841853370000
2012-02,20224226.71,https://www.gateshead.gov.uk/media/4371/201202/excel/201202.csv?m=636474841856200000
2012-03,18272836.40,https://www.gateshead.gov.uk/media/4372/201203/excel/201203.csv?m=636474841859430000
2012-04,14047858.69,https://www.gateshead.gov.uk/media/4373/201204/excel/201204.csv?m=636474841862630000
2012-05,14054758.32,https://www.gateshead.gov.uk/media/4374/201205/excel/201205.csv?m=636474841865600000
2012-06,12758406.05,https://www.gateshead.gov.uk/media/4375/201206/excel/201206.csv?m=636474841869270000
2012-07,15753776.84,https://www.gateshead.gov.uk/media/4376/201207/excel/201207.csv?m=636474841872600000
2012-08,12696815.59,https://www.gateshead.gov.uk/media/4377/201208/excel/201208.csv?m=636474841875700000
2012-09,14083038.14,https://www.gateshead.gov.uk/media/4378/201209/excel/201209.csv?m=636474841879100000
2012-10,15882210.86,https://www.gateshead.gov.uk/media/4379/201210/excel/201210.csv?m=636474841882470000
2012-11,13261017.79,https://www.gateshead.gov.uk/media/4380/201211/excel/201211.csv?m=636474841885500000
2012-12,13626268.49,https://www.gateshead.gov.uk/media/4610/201212/excel/09_2012_v11.csv?m=636795288655200000
2013-01,19606095.88,https://www.gateshead.gov.uk/media/4381/201301/excel/201301.csv?m=636474841888670000
2013-02,13521055.21,https://www.gateshead.gov.uk/media/4382/201302/excel/201302.csv?m=636474841891670000
2013-03,17421236.88,https://www.gateshead.gov.uk/media/4383/201303/excel/201303.csv?m=636474841895530000
2013-04,13851403.75,https://www.gateshead.gov.uk/media/4384/201304/excel/201304.csv?m=636474841899800000
2013-05,15248459.35,https://www.gateshead.gov.uk/media/4385/201305/excel/201305.csv?m=636474841902770000
2013-06,13494921.53,https://www.gateshead.gov.uk/media/4386/201306/excel/201306.csv?m=636474841906000000
2013-07,16861850.20,https://www.gateshead.gov.uk/media/4387/201307/excel/201307.csv?m=636474841909200000
2013-08,14035434.30,https://www.gateshead.gov.uk/media/4388/201308/excel/201308.csv?m=636474841912500000
2013-09,17754725.42,https://www.gateshead.gov.uk/media/4389/201309/excel/201309.csv?m=636474841915670000
2013-10,18061075.56,https://www.gateshead.gov.uk/media/4389/201309/excel/201309.csv?m=636474841915670000 https://www.gateshead.gov.uk/media/4390/201310/excel/201310.csv?m=636474841918700000
2013-11,15173416.93,https://www.gateshead.gov.uk/media/4391/201311/excel/November-13.csv?m=636893788362200000
2013-12,19285017.35,https://www.gateshead.gov.uk/media/4392/201312/excel/December-2013.csv?m=636893787962200000
2014-01,19879157.48,https://www.gateshead.gov.uk/media/4393/201401/excel/201401.csv?m=636474841928770000
2014-02,13883610.45,https://www.gateshead.gov.uk/media/4394/201402/excel/201402.csv?m=636474841931930000
2014-03,22829593.09,https://www.gateshead.gov.uk/media/4395/201403/excel/201403.csv?m=636474841934900000
2014-04,31874277.19,https://www.gateshead.gov.uk/media/4396/201404/excel/201404.csv?m=636474841938130000
2014-05,13768895.10,https://www.gateshead.gov.uk/media/4397/201405/excel/201405.csv?m=636474841943400000
2014-06,18234350.97,https://www.gateshead.gov.uk/media/4398/201406/excel/201406.csv?m=636474841946170000
2014-07,18569933.54,https://www.gateshead.gov.uk/media/4399/201407/excel/201407.csv?m=636474841950430000
2014-08,17700322.23,https://www.gateshead.gov.uk/media/4400/201408/excel/201408.csv?m=636474841953930000
2014-09,16030816.15,https://www.gateshead.gov.uk/media/4401/201409/excel/201409.csv?m=636474841957070000
2014-10,15844601.49,https://www.gateshead.gov.uk/media/4402/201410/excel/201410.csv?m=636474841960100000
2014-11,16008235.97,https://www.gateshead.gov.uk/media/4403/201411/excel/201411.csv?m=636474841963570000
2014-12,19619723.51,https://www.gateshead.gov.uk/media/4404/201412/excel/201412.csv?m=636474841966470000
2015-01,20429822.75,https://www.gateshead.gov.uk/media/4406/201501/excel/201501.csv?m=636474841972770000
2015-02,13307081.94,https://www.gateshead.gov.uk/media/4408/201502/excel/201411.csv?m=636795289122270000
2015-03,32846021.43,https://www.gateshead.gov.uk/media/4410/201503/excel/201503.csv?m=636474841983770000
2015-04,15563236.61,https://www.gateshead.gov.uk/media/4413/201504/excel/201504.csv?m=636474841992270000
2015-05,13344056.40,https://www.gateshead.gov.uk/media/4416/201505/excel/201505.csv?m=636474842001370000
2015-06,14496757.50,https://www.gateshead.gov.uk/media/4418/201506/excel/201506.csv?m=636474842007130000
2015-07,13614251.82,https://www.gateshead.gov.uk/media/4420/201507/excel/201507.csv?m=636474842012770000
2015-08,19342143.58,https://www.gateshead.gov.uk/media/4421/201508/excel/201508.csv?m=636474842015800000
2015-09,22511281.66,https://www.gateshead.gov.uk/media/4422/201509/excel/201509.csv?m=636474842018530000
2015-10,23649969.04,https://www.gateshead.gov.uk/media/4423/201510/excel/201510.csv?m=636474842021770000
2015-11,15986266.28,https://www.gateshead.gov.uk/media/4424/201511/excel/201511.csv?m=636474842025230000
2015-12,22295061.63,https://www.gateshead.gov.uk/media/4425/201512/excel/201512.csv?m=636474842028170000
2016-01,17042970.73,https://www.gateshead.gov.uk/media/4426/201601/excel/201601.csv?m=636474842031470000
2016-02,19689169.63,https://www.gateshead.gov.uk/media/4427/201602/excel/201602.csv?m=636474842034500000
2016-03,22396796.22,https://www.gateshead.gov.uk/media/4425/201512/excel/201512.csv?m=636474842028170000 https://www.gateshead.gov.uk/media/4428/201603/excel/201603.csv?m=636474842037830000
2016-04,19321221.15,https://www.gateshead.gov.uk/media/4426/201601/excel/201601.csv?m=636474842031470000 https://www.gateshead.gov.uk/media/4429/201604/excel/201604.csv?m=636474842041030000
2016-05,13059951.37,https://www.gateshead.gov.uk/media/4430/201605/excel/201605.csv?m=636474842044170000
2016-06,17444878.38,https://www.gateshead.gov.uk/media/4431/201606/excel/201606.csv?m=636474842047200000
2016-07,16517870.65,https://www.gateshead.gov.uk/media/4431/201606/excel/201606.csv?m=636474842047200000 https://www.gateshead.gov.uk/media/4432/201607/excel/201607.csv?m=636474842050500000
2016-08,28349858.89,https://www.gateshead.gov.uk/media/4433/201608/excel/201608.csv?m=636474842053770000
2016-09,17672816.65,https://www.gateshead.gov.uk/media/4433/201608/excel/201608.csv?m=636474842053770000 https://www.gateshead.gov.uk/media/4434/201609/excel/201609.csv?m=636474842056900000
2016-10,19274313.24,https://www.gateshead.gov.uk/media/4434/201609/excel/201609.csv?m=636474842056900000 https://www.gateshead.gov.uk/media/4435/201610/excel/201610.csv?m=636474842060100000
2016-11,22414448.26,https://www.gateshead.gov.uk/media/4435/201610/excel/201610.csv?m=636474842060100000 https://www.gateshead.gov.uk/media/4436/201611/excel/201611.csv?m=636474842063230000
2016-12,17963107.90,https://www.gateshead.gov.uk/media/4436/201611/excel/201611.csv?m=636474842063230000 https://www.gateshead.gov.uk/media/4437/201612/excel/201612.csv?m=636474842066300000
2017-01,21258957.09,https://www.gateshead.gov.uk/media/4437/201612/excel/201612.csv?m=636474842066300000 https://www.gateshead.gov.uk/media/4438/201701/excel/201701.csv?m=636474842069070000
2017-02,18118881.35,https://www.gateshead.gov.uk/media/4438/201701/excel/201701.csv?m=636474842069070000 https://www.gateshead.gov.uk/media/4439/201702/excel/201702.csv?m=636474842072230000
2017-03,24765295.17,https://www.gateshead.gov.uk/media/4440/201703/excel/201703.csv?m=636474842075500000
2017-04,19536464.19,https://www.gateshead.gov.uk/media/4442/201704/excel/201704.csv?m=636474842082100000
2017-05,18809388.32,https://www.gateshead.gov.uk/media/4443/201705/excel/201705.csv?m=636474842086170000
2017-06,18468782.56,https://www.gateshead.gov.uk/media/4444/201706/excel/201706.csv?m=636474842089430000
2017-07,19206705.91,https://www.gateshead.gov.uk/media/4445/201707/excel/201707.csv?m=636474842092600000
2017-08,15312266.39,https://www.gateshead.gov.uk/media/4446/201708/excel/201708.csv?m=636474842095670000
2017-09,19136437.75,https://www.gateshead.gov.uk/media/4447/201709/excel/201709.csv?m=636474842098730000
2017-10,17421204.95,https://www.gateshead.gov.uk/media/4448/201710/excel/201710.csv?m=636474842102030000
2017-11,25256062.68,https://www.gateshead.gov.uk/media/4800/201708/excel/201708.csv?m=636492946229670000
2017-12,23009047.84,https://www.gateshead.gov.uk/media/5950/December-2017/excel/201709.csv?m=636541316921500000
2018-01,22150379.02,https://www.gateshead.gov.uk/media/5948/201710/excel/2017101.csv?m=636541307364000000
