Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2010-04,51107290.83,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85792/Spend-Transactions-with-descriptions-CO-04-April-2010.csv_.csv
2010-05,40096849.48,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85793/Spend-Transactions-with-descriptions-CO-1-11_May_2010.csv
2010-06,27373557.54,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85795/Spend-Transactions-with-descriptions-CO-06-Jun-2010.csv
2010-07,58026365.46,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85796/Spend-Transactions-with-descriptions-CO-07-Jul-2010.csv
2010-08,19395664.38,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85797/Spend-Transactions-with-descriptions-CO-08-Aug-2010.csv
2010-09,34736634.32,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85798/Spend-Transactions-with-descriptions-CO-09-Sep-2010.csv
2010-10,34826727.72,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85799/co-spend-data-oct2010.csv
2010-11,1127121.89,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85800/co-spend-data-nov2010.csv
2010-12,22928089.22,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85801/Spend-Transactions-with-descriptions-CO-10-Dec-2010.csv
2011-01,28443996.53,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85802/spend-transactions-with-descriptions-co-jan-2011.csv
2011-02,26040301.00,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85803/spend-transactions-with-descriptions-co-feb-2011.csv
2011-03,39525898.41,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85804/spendtransactionswithdescriptionscomarch2011.csv
2011-04,92629295.63,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85805/spend-transactions-with-descriptions-co-april-2011.csv
2011-05,18216635.62,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85806/spend-transactions-with-descriptions-co-may-2011.csv
2011-06,28818262.01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85807/spend-transactions-with-descriptions-co-june-2011.csv
2011-07,49267931.01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85808/Annex-B-CO-July-Transparency-data.csv
2011-08,15445592.70,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85809/spend-transactions-with-descriptions-co-august.csv
2011-09,20261951.51,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85810/Annex-B-CO-Complete-September-2011.csv
2011-10,18423961.74,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85811/CO-Complete-October-2011.csv
2011-11,16107515.51,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85812/CO-Complete-November-2011.csv
2011-12,16333282.91,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85813/CO-Complete-December-2011.csv
2012-01,32249970.78,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85815/COI-January-2012-expenditure-over-25k.csv
2012-02,57975063.42,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85817/COI-February-2012-expenditure-over-25k.csv
2012-03,139540449.34,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85819/COI-March-2012-expenditure-over-25k.csv
2012-04,61655670.80,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85821/COI-Transparency-data-April-2012.csv
2012-05,78914063.92,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85823/COI-Transparency-data-May-2012.csv
2012-06,15195626.36,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85824/CO-Transparency-data-June-2012.csv
2012-07,42441894.90,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85825/CO-Transparency-data-July-2012.csv
2012-08,27178301.21,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85826/CO-Transparency-data-August-2012.csv
2012-09,17892700.05,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/85827/CO-Transparency-data-September-2012.csv
2012-10,18906335.50,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/136100/October_2012__25k_Transparency_Data.csv
2012-11,22747222.32,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204675/CO_Transparency_data_-_November_2012.csv
2012-12,18723365.98,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/211025/December_2012_Transparency_Data.csv
2013-01,24859520.00,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/136103/January_2013__25k_Transparency_Data.csv
2013-02,42231289.18,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/198067/February_2013__25k_transparency_data.csv
2013-03,51866998.92,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/198518/March_2013__25k_transparency_data.csv
2013-04,49124393.37,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/210983/April-2013-25k-Transparency-Data.csv
2013-05,18706312.74,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/210984/May-2013-25k-Transparency-Data.csv
2013-06,27066095.18,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/226005/June_2013__25k_Transparency_Data.csv
2013-07,45732852.30,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/252892/July_2013__25k_Transparency_Data.csv
2013-08,41824122.37,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/263521/August__25k_Transparency_Data.csv
2013-09,29410685.76,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/269100/September-2013-25k-Transparency-Data.csv
2013-10,36225215.15,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/299473/October__25k_Transparency_Data.csv
2013-11,45102769.47,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/299475/November_2013__25k_Transparency_Data.csv
2013-12,32685940.90,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/299476/December_2013__25k_Transparency_Data.csv
2014-01,44765445.65,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/307659/January_2014_25k_transparency_data.csv
2014-02,39951771.07,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/307660/February_2014_25k_transparency_data.csv
2014-03,59173980.10,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/324568/March_2014__25k_Transparency_Data.csv
2014-04,60080545.34,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/324569/April_2014__25k_Transparency_Data.csv
2014-05,49393471.85,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/381024/May_2014_spend_of__25K_and_above.csv
2014-06,25449884.55,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/381025/June_2014_spend_of_25K_and_above.csv
2014-07,78638026.22,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/381673/July_2014_spend_of_25K_and_above.csv
2014-08,26306417.19,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/438772/August_2014_25k_Transparency_Data.csv
2014-09,30240639.90,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/486396/September_2014__25k_Transparency_Data__CSV_.csv
2014-10,32670288.53,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/486400/October_2014__25k_Transparency_Data__CSV_.csv
2014-11,42749756.40,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/486401/November_2014__25k_Transparency_Data__CSV_.csv
2014-12,30260673.31,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/486403/December_2014__25k_Transparency_Data__CSV_.csv
2015-01,35896490.19,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/495405/January_2015__25k_transparency_spend_data_.csv
2015-02,61192577.56,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/495406/February_2015__25k_transparency_spend_data_.csv
2015-03,107841047.54,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/495407/March_2015__25k_transparency_spend_data_.csv
2015-04,35114256.06,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/495408/April_2015__25k_transparency_spend_data_.csv
2015-05,20381512.36,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/495411/May_2015__25k_transparency_spend_data.csv
2015-06,27278306.96,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501870/062015_June_2015_-_25k.csv
2015-07,18274560.74,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501871/072015_July_2015_-25k.csv
2015-08,33768665.37,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501872/082015_August_2015_-_25k.csv
2015-09,25327308.67,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501873/092015_September_2015_-_25k.csv
2015-10,54787819.95,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501874/102015October_2015_-_25k.csv
2015-11,20678473.25,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501875/112015_November_2015_-_25k.csv
2015-12,37936868.24,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501876/122015_December_2015_-_25k.csv
2016-01,22714448.15,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/516906/Cabinet_Office_January_2016__25k_Transparency_Data.csv
2016-02,20859563.17,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/516909/Cabinet_Office_February_2016__25k_Transparency_Data.csv
2016-03,51093527.01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/521492/Cabinet_Office_March_2016_25k_Transparency_Data_.csv
2016-04,113520612.25,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/548505/expenditure-over-25K-april-2016.csv
2016-05,38202310.71,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/548504/expenditure-over-25k-May-2016.csv
2016-06,41190756.00,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/564238/25k_transparency_data_june_2016.csv
2016-07,81266344.99,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/564239/25k_transparency_data_july_2016.csv
2016-08,25482512.76,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/564241/25k_transparency_data_august_2016.csv
2016-09,21109794.35,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/590693/transparency_data_25k_Sept_2016.csv
2016-10,87672673.72,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/578744/transparency_data_25k_october_2016.csv
2016-11,36213185.53,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/590625/transparency_data_25k_nov_16.csv
2016-12,73941217.57,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/590627/transparency_25k_data_dec_16.csv
2017-01,27720681.74,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/597530/transparency_25k_data_jan_17.csv
2017-02,29245787.92,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/604618/_25k_Transparency_-_Feb_2017_Perm_Sec__2_.csv
2017-03,43926705.69,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/629915/_25k_Transparency_-_March_2017-JAM_s.csv
2017-04,30438017.74,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/629916/Transparency_Report_2017-18_APRIL17_CEO.csv
2017-05,12059916.93,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/629918/_25K_Transparency_Report_MAY17-_CEO.csv
2017-06,21847629.66,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/651561/_25K_-Transparency_Data-June17._To_CEO.csv
2017-07,32648707.84,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/651564/_25K_-_Transparency_Data_-_July_2017_-_to_CEO.csv
2017-08,18098712.99,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/651592/25K_-_Transparency_Data_-_AUG_17-CEO.csv
2017-09,39697032.96,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/656419/_25k_Transparency_Data_-_2017-18_-SEPTEMBER_17.csv
2017-10,0.00,
2017-11,21588620.77,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/678692/_25K-Transparency_Data_-_2017-18_NOVEMBER_17_-_csv__1_.csv
2017-12,36914614.00,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/694307/Annex_B1_AP18_-_Transparency_Report__Dec_2017_.csv
2018-01,27271893.73,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/694308/Annex_B2_AP18_-_Transparency_Report__Jan_2018_.csv
2018-02,31405159.00,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/694309/Annex_B3_AP_18_-_Transparency__Feb_2018_.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-03,262188305.18,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/704262/Annex-B-AP-18-Transparency-Mar-2018.csv
2018-04,46529507.91,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/712457/Annex-B-AP-18-Transparency-Apr-2018__2_.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-05,27313361.57,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/719932/Annex-B-Report-_25000-Transparency-2018-05-31.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-06,41243582.69,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/719932/Annex-B-Report-_25000-Transparency-2018-05-31.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/736781/Annex_B_Expenditure_over__25000_30-06-2018_2.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-07,46287360.80,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/736786/Annex_B_Expenditure_over__25000_31-07-2018.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-08,25264125.30,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748963/Annex-B-Expenditure-over-_25000-31-08-2018-2-2.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/751545/Annex_B_Expenditure_over__25000_30-09-2018.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-09,33165593.29,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/751545/Annex_B_Expenditure_over__25000_30-09-2018.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-10,46282400.18,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv
2018-11,54432911.20,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775885/2019_01_31_Annex_B_Expenditure_over__25000_31-10-2018__Oct18_.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775886/2019_01_31_Annex_B_-_Transparency__25k__CSV__Nov18_.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775887/2019_01_21_Annex_B_-_Transparency__25k___Dec18_.csv
2018-12,42866999.16,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/775887/2019_01_21_Annex_B_-_Transparency__25k___Dec18_.csv
2019-01,44408171.47,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/788616/2019_03_22_Annex_B_-_Transparency__25k___JAN19_.csv
2019-02,29739667.84,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/798344/Annex-B-Transparency-25k-February-2019-.csv-version.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/799563/Annex-B-Transparency-25k-March-2019.csv
2019-03,137339648.40,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/799563/Annex-B-Transparency-25k-March-2019.csv https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812861/Annex_A_-_Transparency_25k__May_2019_.csv__1_.csv
2019-04,98650600.50,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/806843/Annex-B-Transparency-25k-April-2019-.csv.csv
2019-05,59031332.47,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812861/Annex_A_-_Transparency_25k__May_2019_.csv__1_.csv
2019-06,48558342.20,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/819580/Annex-A-Transparency-25k-June-2019-.csv.csv
2019-07,32256356.49,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/827645/Annex-A-Transparency-25k-July-2019-CSV.csv
2019-08,47565418.85,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/837274/Annex-A-Transparency-25k-August-2019-CSV.csv
2019-09,52079506.75,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/844062/Annex-A-Transparency-25k-September-2019-CSV.csv
2019-10,65198083.64,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/860119/Government_data_over_25k_October.csv
2019-11,44453108.64,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/860159/Annex-A-Transparency-25k-November-2019-CSV.csv
2019-12,64030010.13,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/860162/Annex-A-Transparency-25k-December-2019-CSV.csv
2020-01,35592487.40,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/869035/Cabinet_Office-_spend_data_over__25_000_-_January_2020.csv
2020-02,56546214.79,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/881613/Annex-A-Transparency-25k-February-2020.csv
2020-03,115611515.92,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/882430/Annex_A_-_Transparency_25k+_March_2020_CSV.csv
2020-04,194011438.90,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887649/Annex-A-Transparency-25k-April-2020-csv1__1_.csv
2020-05,44744899.09,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/892885/Annex-A-Transparency-25k-May-2020-csv__1_.csv
2020-06,138818776.73,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/903206/Annex-A-Transparency-25k-June-2020-csv.csv
2020-07,106430290.08,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/911561/Annex-A-Transparency-25k-July-2020-csv.csv
2020-08,62698017.60,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/919689/Annex-A-Transparency-25k-August-2020-csv.csv
2020-09,135522204.21,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/935552/Expenditure-over-_25000-September-2020.csv
2020-10,63768837.81,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/938399/Expenditure-over-_25000-October-2020.csv
2020-11,130642656.78,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/946050/Expenditure-over-_25000-November-2020.csv
