Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2013-04,459945414.31,
2013-05,414644688.31,
2013-06,373491242.94,
2013-07,389644481.02,
2013-08,601042150.75,
2013-09,439127555.47,
2013-10,436441897.00,
2013-11,466304371.09,
2013-12,661484519.51,
2014-01,435041031.58,
2014-02,400984473.74,
2014-03,510154686.89,
2014-04,547776439.34,
2014-05,457594355.02,
2014-06,510423080.29,
2014-07,478698873.87,
2014-08,553989603.23,
2014-09,517777137.31,
2014-10,486991481.46,
2014-11,461394206.64,
2014-12,686455800.25,
2015-01,446577150.71,
2015-02,506371965.44,
2015-03,607217341.09, https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-04,477682064.16,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-05,507186975.43,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-06,565830582.82,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-07,555412456.88,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-08,503753774.46,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-09,572289851.02,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-10,580575082.56,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-11,484249973.83,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2015-12,680661598.18,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2016-01,415334683.96,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2016-02,462204150.55,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2016-03,644844203.76,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2016.csv
2016-04,546129412.10,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-05,453039327.74,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-06,581625175.79,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-07,462443080.63,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-08,579660879.11,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-09,634691304.21,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-10,476956229.21,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-11,547531673.43,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2016-12,593181441.96,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2017-01,454077166.70,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-02,447109597.77,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2017-03,665275212.83,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2017.csv
2017-04,496696045.63,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-05,512621828.58,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-06,489877465.49,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-07,516298137.96,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-08,571102934.21,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-09,683971383.08,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-10,492359926.28,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-11,520425470.42,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2017-12,599486404.13,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2018-01,520242998.30,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2018-02,448058428.80,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
