Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2018-03,628193236.93,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv
2018-04,499788163.01,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-05,521516320.58,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-06,564673666.37,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-07,487857251.85,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-08,695490892.46,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-09,567461123.30,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-10,504191316.40,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-11,458674064.39,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2018-12,580617274.59,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2018.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2019-01,516353768.63,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2019-02,525976903.61,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2019-03,441180060.67,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2019.csv
2019-04,556159973.86,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-05,473371641.06,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-06,467101630.94,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-07,536393344.40,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-08,921927567.19,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-09,745214361.55,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-10,498059844.97,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-11,553721597.21,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2019-12,697891287.00,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv
2020-01,542456752.70,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv
2020-02,465930679.51,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv
2020-03,567222843.22,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2020.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p13.csv
2020-04,595985322.06,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p01.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p13.csv
2020-05,398238165.18,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p01.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p02.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2020-06,436552908.80,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p03.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p04.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2020-07,364837966.99,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p04.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p05.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2020-08,369146995.58,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p05.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p06.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2020-09,560372935.97,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p06.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p07.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2020-10,566429445.25,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p07.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p08.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2020-11,466742845.25,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p08.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p09.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p13.csv
2020-12,492583269.12,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p09.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p10.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2021-01,381830564.62,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p10.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2021-02,389046712.23,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv
2021-03,578148816.11,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p12.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p13.csv
2021-04,470700928.03,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2021p13.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p01.csv
2021-05,549322901.27,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p02.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p03.csv
2021-06,507630332.67,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p03.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p04.csv
2021-07,462276283.02,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p04.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p05.csv
2021-08,417867484.27,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p05.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p06.csv
2021-09,534163809.60,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p06.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p07.csv
2021-10,640236904.33,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p07.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p08.csv
2021-11,464552703.88,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p08.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p09.csv
2021-12,530331064.85,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p09.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p10.csv
2022-01,454831210.47,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p10.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p11.csv
2022-02,433543764.99,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p11.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p12.csv
2022-03,648902126.47,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p12.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2022p13.csv
2022-04,569795761.71,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p01.csv
2022-05,518231286.12,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p02.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p03.csv
2022-06,516412588.37,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p03.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p04.csv
2022-07,513341474.87,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p04.csv https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p05.csv
2022-08,400285810.04,https://tfl.gov.uk/cdn/static/cms/documents/tflspend2023p05.csv
