Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2011-08,21243235.92,https://www.salford.gov.uk/media/387804/500_invoice_report_-_august_2011_master.csv
2011-09,24981841.19,https://www.salford.gov.uk/media/387802/500_spend_report_september_2011.csv
2011-10,27352686.71,https://www.salford.gov.uk/media/387798/october_500_report_master.csv
2011-11,26471359.35,https://www.salford.gov.uk/media/387789/november_500_master_report.csv
2011-12,29129881.94,https://www.salford.gov.uk/media/387785/december_500_report_master.csv
2012-01,21606377.48,https://www.salford.gov.uk/media/387765/500_report_january_2012_master.csv
2012-02,30823178.88,https://www.salford.gov.uk/media/387760/500_report_february_2012_master.csv
2012-03,43510311.45,https://www.salford.gov.uk/media/387756/500_report_march_2012.csv
2012-04,32955671.05,https://www.salford.gov.uk/media/387752/500_report_april_2012.csv
2012-05,23690529.51,https://www.salford.gov.uk/media/387750/500_report_may_2012.csv
2012-06,25796093.99,https://www.salford.gov.uk/media/387741/500_report_june_2012_master.csv
2012-07,23356154.37,https://www.salford.gov.uk/media/387123/500_report_july_12_master.csv
2012-08,25853913.41,https://www.salford.gov.uk/media/387121/500_report_august_master.csv
2012-09,25264438.16,https://www.salford.gov.uk/media/387117/500_report_september_2012_master.csv
2012-10,27586259.40,https://www.salford.gov.uk/media/387113/500_report_october_master.csv
2012-11,20583231.13,https://www.salford.gov.uk/media/387111/500_report_master_nov_12.csv
2012-12,23107328.67,https://www.salford.gov.uk/media/387109/500_report_december_master.csv
2013-01,30517996.50,https://www.salford.gov.uk/media/375375/expenditure-report-january-2013.csv
2013-02,24508114.42,https://www.salford.gov.uk/media/375363/expenditure-report-february-2013.csv
2013-03,34171523.09,https://www.salford.gov.uk/media/375414/expenditure-report-march-2013.csv
2013-04,28928387.83,https://www.salford.gov.uk/media/375339/expenditure-report-april-2013.csv
2013-05,24497219.08,https://www.salford.gov.uk/media/375426/expenditure-report-may-2013.csv
2013-06,19146027.87,https://www.salford.gov.uk/media/375402/expenditure-report-june-2013.csv
2013-07,35840727.28,https://www.salford.gov.uk/media/375390/expenditure-report-july-2013.csv
2013-08,33383705.94,https://www.salford.gov.uk/media/375351/expenditure-report-august-2013.csv
2013-09,25645685.63,https://www.salford.gov.uk/media/375450/expenditure-report-september-2013.csv
2013-10,33320384.95,https://www.salford.gov.uk/media/375444/expenditure-report-october-2013.csv
2013-11,32635134.70,https://www.salford.gov.uk/media/375438/expenditure-report-november-2013.csv
2013-12,25790259.09,https://www.salford.gov.uk/media/375357/expenditure-report-december-2013.csv
2014-01,30487965.52,https://www.salford.gov.uk/media/375381/expenditure-report-january-2014.csv
2014-02,28951445.37,https://www.salford.gov.uk/media/375369/expenditure-report-february-2014.csv
2014-03,41926818.62,https://www.salford.gov.uk/media/375420/expenditure-report-march-2014.csv
2014-04,30018505.16,https://www.salford.gov.uk/media/375345/expenditure-report-april-2014.csv
