Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2014-05,29275989.91,https://www.salford.gov.uk/media/375432/expenditure-report-may-2014.csv
2014-06,30315993.75,https://www.salford.gov.uk/media/375408/expenditure-report-june-2014.csv
2014-07,32977535.51,https://www.salford.gov.uk/media/389303/500_report_july_14.csv
2014-08,28071091.23,https://www.salford.gov.uk/media/375602/transparency_report_august.csv
2014-09,26003202.63,https://www.salford.gov.uk/media/374960/500_september_master.csv
2014-10,27719382.36,https://www.salford.gov.uk/media/374954/500_october_master.csv
2014-11,25503019.23,https://www.salford.gov.uk/media/375626/transparency_report_november_2014.csv
2014-12,55091972.38,https://www.salford.gov.uk/media/375608/transparency_report_december_2014.csv
2015-01,26683161.89,https://www.salford.gov.uk/media/375620/transparency_report_january_2015.csv
2015-02,35731573.56,https://www.salford.gov.uk/media/375614/transparency_report_february_2015.csv
2015-03,24236637.27,https://www.salford.gov.uk/media/375509/march_15_transparency_report.csv
2015-04,25067442.26,https://www.salford.gov.uk/media/374981/april_15_transparency_report.csv
2015-05,33151595.56,https://www.salford.gov.uk/media/387815/transparency_report_may_15.csv
2015-06,27712451.81,https://www.salford.gov.uk/media/387824/transparency_report_june_15.csv
2015-07,27748828.63,https://www.salford.gov.uk/media/387817/transparency_report_july_15.csv
2015-08,34415537.94,https://www.salford.gov.uk/media/387819/transparency_report_august_15.csv
2015-09,17918548.93,https://www.salford.gov.uk/media/387827/september_transparency.csv
2015-10,28219271.05,https://www.salford.gov.uk/media/387813/october_tranparency_report.csv
2015-11,26560777.79,https://www.salford.gov.uk/media/387811/november_15_transparncy_report.csv
2015-12,19850790.04,https://www.salford.gov.uk/media/387809/december_15_transparency_report_.csv
2016-01,22180607.25,https://www.salford.gov.uk/media/387807/january16_transparency_report.csv
2016-02,28309984.42,https://www.salford.gov.uk/media/388673/expenditure-report-february-2016.csv
2016-03,24347867.55,https://www.salford.gov.uk/media/388731/expenditure-report-march-2016.csv
2016-04,20998865.73,https://www.salford.gov.uk/media/388733/expenditure-report-april-2016.csv
2016-05,18932957.46,https://www.salford.gov.uk/media/388820/may-16-transparency-report.csv
2016-06,35439910.04,https://www.salford.gov.uk/media/389025/expenditure-report-june-2016.csv
2016-07,22096727.63,https://www.salford.gov.uk/media/389813/july-16-transparency-report.csv
2016-08,15189332.63,https://www.salford.gov.uk/media/389815/august-16-transparency-report.csv
2016-09,17871143.72,https://www.salford.gov.uk/media/389817/sept-16-transparency-report.csv
2016-10,19250719.38,https://www.salford.gov.uk/media/389881/october-16-transparency-report.csv
2016-11,14055103.79,https://www.salford.gov.uk/media/389879/november-16-transparency-report.csv
2016-12,16034284.14,https://www.salford.gov.uk/media/387809/december_15_transparency_report_.csv https://www.salford.gov.uk/media/389947/expenditure-report-december-2016.csv
2017-01,19844124.25,https://www.salford.gov.uk/media/390636/january-17-transparency-report.csv
2017-02,33695462.41,https://www.salford.gov.uk/media/390634/february-17-transparency-report.csv
2017-03,26842066.38,https://www.salford.gov.uk/media/390632/march-17-transparency-report.csv
2017-04,34743764.78,https://www.salford.gov.uk/media/390628/april-17-transparency-report.csv
2017-05,22344668.14,https://www.salford.gov.uk/media/391087/may-17-expenditure-report.csv
2017-06,24365906.72,https://www.salford.gov.uk/media/391084/june-17-expenditure-report.csv
2017-07,17471718.36,https://www.salford.gov.uk/media/391082/july-17-expenditure-report.csv
2017-08,24619869.60,https://www.salford.gov.uk/media/391338/expenditure-report-august-2017.csv
2017-09,12435881.98,https://www.salford.gov.uk/media/391841/expenditure-report-september-2017.csv
2017-10,25479049.91,https://www.salford.gov.uk/media/391839/expenditure-report-october-2017.csv
2017-11,20362881.15,https://www.salford.gov.uk/media/391837/expenditure-report-november-2017.csv
2017-12,34329825.68,https://www.salford.gov.uk/media/391833/expenditure-report-december-2017.csv
2018-01,27954803.88,https://www.salford.gov.uk/media/391835/expenditure-report-january-2018.csv https://www.salford.gov.uk/media/393325/expenditure-report-december-2018.csv
2018-02,24136236.11,https://www.salford.gov.uk/media/392520/expenditure-report-february-2018.csv
2018-03,22925296.73,https://www.salford.gov.uk/media/392518/expenditure-report-march-2018.csv
2018-04,16774197.82,https://www.salford.gov.uk/media/392515/expenditure-report-april-2018.csv
2018-05,25176873.38,https://www.salford.gov.uk/media/392559/expenditure-report-may-2018.csv
2018-06,25174881.48,https://www.salford.gov.uk/media/392558/expenditure-report-june-2018.csv
2018-07,30688369.86,https://www.salford.gov.uk/media/392865/expenditure-report-july-18.csv
2018-08,20099384.93,https://www.salford.gov.uk/media/392862/expenditure-report-august-2018.csv
2018-09,43080653.06,https://www.salford.gov.uk/media/393333/contract-register-september-2018.csv
2018-10,29791673.31,https://www.salford.gov.uk/media/393329/expenditure-report-october-2018.csv
2018-11,21518280.95,https://www.salford.gov.uk/media/393326/expenditure-report-november-2018.csv
2018-12,17983690.03,https://www.salford.gov.uk/media/393325/expenditure-report-december-2018.csv
2019-01,18289363.35,https://www.salford.gov.uk/media/394014/transparency-report-january-19.csv
2019-02,22353628.83,https://www.salford.gov.uk/media/394007/transparency-report-feb-19.csv
2019-03,52343119.34,https://www.salford.gov.uk/media/394009/transparency-report-mar-19.csv
2019-04,24279505.36,https://www.salford.gov.uk/media/394011/transparency-report-apr-19.csv
2019-05,32321152.42,https://www.salford.gov.uk/media/394347/expenditure-report-may-2019.csv
2019-06,27528559.92,https://www.salford.gov.uk/media/394345/expenditure-report-june-2019.csv
2019-07,113816645.24,https://www.salford.gov.uk/media/394253/contracts-register-july-2019.csv
2019-08,28421293.81,https://www.salford.gov.uk/media/394781/expenditure-report-august-2019.csv
2019-09,56918850.98,https://www.salford.gov.uk/media/394595/contracts-register-september-2019.csv
2019-10,33253566.73,https://www.salford.gov.uk/media/394777/expenditure-report-october-2019.csv
2019-11,30780884.82,https://www.salford.gov.uk/media/395118/expenditure-report-november-2019.csv
2019-12,26694333.67,https://www.salford.gov.uk/media/395116/expenditure-report-december-2019.csv
2020-01,19425629.98,https://www.salford.gov.uk/media/395294/expenditure-report-january-2020.csv
2020-02,39841799.00,https://www.salford.gov.uk/media/395149/contracts-register-february-2020.csv
2020-03,21484918.86,https://www.salford.gov.uk/media/395296/expenditure-report-march-2020.csv
2020-04,32247283.04,https://www.salford.gov.uk/media/395427/expenditure-report-april-20.csv
2020-05,28440891.34,https://www.salford.gov.uk/media/395429/expenditure-report-may-20.csv
2020-06,22976085.83,https://www.salford.gov.uk/media/395666/expenditure-report-june-2020.csv
2020-07,47388406.28,https://www.salford.gov.uk/media/395624/contract-register-for-publication-july-2020.csv
2020-08,15175781.67,https://www.salford.gov.uk/media/395742/expenditure-report-august-2020.csv
2020-09,19237376.77,https://www.salford.gov.uk/media/396007/expenditure-report-september-2020.csv
2020-10,20766018.41,https://www.salford.gov.uk/media/396005/expenditure-report-october-2020.csv
2020-11,25635220.57,https://www.salford.gov.uk/media/396166/expenditure-report-november-2020.csv
2020-12,22730464.80,https://www.salford.gov.uk/media/396165/expenditure-report-december-2020.csv
2021-01,41129022.19,https://www.salford.gov.uk/media/396508/expenditure-report-january-2021.csv
2021-02,0.00,
2021-03,43327227.60,https://www.salford.gov.uk/media/396513/expenditure-report-march-2021.csv
2021-04,47361643.10,https://www.salford.gov.uk/media/396600/expenditure-report-april-2021.csv
2021-05,38442870.01,https://www.salford.gov.uk/media/396686/expenditure-report-may-2021.csv
2021-06,35487550.03,https://www.salford.gov.uk/media/396818/expenditure-report-june-2021.csv
