Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2017-01,527269048.94,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-January-2017.xlsx
2017-02,514903712.12,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-February-2017.xlsx
2017-03,626478596.77,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-March-2017.xlsx
2017-04,655639174.44,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-April-2017.xlsx https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-March-2017.xlsx
2017-05,565274746.20,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-May-2017.xlsx
2017-06,713607509.17,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-June-2017.xlsx
2017-07,463307224.58,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-July-2017.xlsx
2017-08,570775981.34,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-August-2017.xlsx
2017-09,551216456.12,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-September-2017.xlsx
2017-10,660025163.81,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-October-2017.xlsx
2017-11,626007934.19,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-November-2017.xlsx
2017-12,627998420.39,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-December-2017.xlsx
2018-01,545429715.89,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-January-2018.xlsx
2018-02,457613891.15,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-February-2018.xlsx
2018-03,523101349.19,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-March-2018.xlsx
2018-04,545141842.73,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-April-2018.xlsx
2018-05,506050598.60,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-May-2018.xlsx
2018-06,531668459.12,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-June-2018.xlsx
2018-07,494070139.82,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-July-2018.xlsx
2018-08,518221959.02,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-August-2018.xlsx
2018-09,481176177.86,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-September-2018.xlsx
2018-10,624634560.87,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-October-2018.xlsx
2018-11,632016740.58,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-November-2018.xlsx
2018-12,466637597.64,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-December-2018.xlsx
2019-01,509792606.90,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-January-2019.xlsx
2019-02,571320059.98,https://www.networkrail.co.uk/wp-content/uploads/2019/06/Spend-over-£25000-February-2019.xlsx
2019-03,1046141722.79,https://www.networkrail.co.uk/wp-content/uploads/2019/07/Spend-over-£25000-March-2019.xlsx
2019-04,625353093.43,https://www.networkrail.co.uk/wp-content/uploads/2019/07/Spend-over-£25000-April-2019.xlsx
2019-05,486724633.11,https://www.networkrail.co.uk/wp-content/uploads/2019/07/Spend-over-£25000-May-2019.xlsx
2019-06,499859547.43,https://www.networkrail.co.uk/wp-content/uploads/2019/07/Spend-over-£25000-June-2019.xlsx
2019-07,590171684.47,https://www.networkrail.co.uk/wp-content/uploads/2019/08/Spend-over-£25000-July-2019.xlsx
2019-08,461117900.93,https://www.networkrail.co.uk/wp-content/uploads/2019/09/Spend-over-£25000-August-2019.xlsx
2019-09,429388373.18,https://www.networkrail.co.uk/wp-content/uploads/2019/11/Spend-over-£25000-September-2019.xlsx
2019-10,542483022.55,https://www.networkrail.co.uk/wp-content/uploads/2020/04/Spend-over-£25000-October-2019.xlsx
2019-11,535236743.78,https://www.networkrail.co.uk/wp-content/uploads/2020/04/Spend-over-£25000-November-2019.xlsx
2019-12,506804061.73,https://www.networkrail.co.uk/wp-content/uploads/2020/04/Spend-over-£25000-December-2019.xlsx
2020-01,476270105.60,https://www.networkrail.co.uk/wp-content/uploads/2020/04/Spend-over-£25000-January-2020.xlsx
2020-02,729816635.34,https://www.networkrail.co.uk/wp-content/uploads/2020/04/Spend-over-£25000-February-2020.xlsx
2020-03,667912028.65,https://www.networkrail.co.uk/wp-content/uploads/2020/07/Spend-over-£25000-March-2020.xlsx
2020-04,442798906.36,https://www.networkrail.co.uk/wp-content/uploads/2020/07/Spend-over-£25000-April-2020.xlsx
2020-05,718726699.57,https://www.networkrail.co.uk/wp-content/uploads/2020/07/Spend-over-£25000-May-2020.xlsx
2020-06,469583860.77,https://www.networkrail.co.uk/wp-content/uploads/2020/07/Spend-over-£25000-June-2020.xlsx
2020-07,484967537.07,https://www.networkrail.co.uk/wp-content/uploads/2020/11/Spend-over-25000-July-2020.xlsx
2020-08,506486971.47,https://www.networkrail.co.uk/wp-content/uploads/2020/11/Spend-over-25000-August-2020.xlsx
