Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2019-01,34251546.10,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-02,28649683.25,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-03,51661880.07,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-04,39002985.21,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-05,67061849.92,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-06,46736498.47,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-07,58197355.37,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-08,44994135.52,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-09,41025730.86,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-10,48606253.22,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-11,43579120.33,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
2019-12,42314595.15,https://github.com/northwestopendata/northwestopendata/lgtc_nwod_data/blob/master/lcrca/liverpool_2019.csv?raw=true
