Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2012-12,22303116.59,https://www.calderdale.gov.uk/council/finances/income-spending/2012/December.csv
2013-01,19706047.46,https://www.calderdale.gov.uk/council/finances/income-spending/2013/January.csv
2013-02,20113067.99,https://www.calderdale.gov.uk/council/finances/income-spending/2013/February.csv
2013-03,18053330.60,https://www.calderdale.gov.uk/council/finances/income-spending/2013/March.csv
2013-04,25367083.54,https://www.calderdale.gov.uk/council/finances/income-spending/2013/April.csv
2013-05,20222309.95,https://www.calderdale.gov.uk/council/finances/income-spending/2013/may.csv
2013-06,21231572.78,https://www.calderdale.gov.uk/council/finances/income-spending/2013/June.csv
2013-07,21408572.47,https://www.calderdale.gov.uk/council/finances/income-spending/2013/July.csv
2013-08,22420799.57,https://www.calderdale.gov.uk/council/finances/income-spending/2013/August.csv
2013-09,23290951.91,https://www.calderdale.gov.uk/council/finances/income-spending/2013/September.csv
2013-10,23514420.24,https://www.calderdale.gov.uk/council/finances/income-spending/2013/October.csv
2013-11,19714401.33,https://www.calderdale.gov.uk/council/finances/income-spending/2013/November.csv
2013-12,21457768.42,https://www.calderdale.gov.uk/council/finances/income-spending/2013/December.csv
2014-01,20182545.45,https://www.calderdale.gov.uk/council/finances/income-spending/2014/January.csv
2014-02,18866736.40,https://www.calderdale.gov.uk/council/finances/income-spending/2014/February.csv
2014-03,19586764.67,https://www.calderdale.gov.uk/council/finances/income-spending/2014/March.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv
2014-04,22281060.53,https://www.calderdale.gov.uk/council/finances/income-spending/2014/April.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv
2014-05,20759362.36,https://www.calderdale.gov.uk/council/finances/income-spending/2014/May.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv
2014-06,22248870.94,https://www.calderdale.gov.uk/council/finances/income-spending/2014/June.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv
2014-07,21634739.64,https://www.calderdale.gov.uk/council/finances/income-spending/2014/July.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv
2014-08,18648572.85,https://www.calderdale.gov.uk/council/finances/income-spending/2014/August.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv
2014-09,21567976.25,https://www.calderdale.gov.uk/council/finances/income-spending/2014/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/September.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv
2014-10,20363186.21,https://www.calderdale.gov.uk/council/finances/income-spending/2014/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/October.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv
2014-11,17229786.88,https://www.calderdale.gov.uk/council/finances/income-spending/2014/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/November.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv
2014-12,22962068.83,https://www.calderdale.gov.uk/council/finances/income-spending/2014/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2014/December.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv
2015-01,18738430.11,https://www.calderdale.gov.uk/council/finances/income-spending/2015/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/January.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv
2015-02,18632078.37,https://www.calderdale.gov.uk/council/finances/income-spending/2015/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/February.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv
2015-03,20670967.76,https://www.calderdale.gov.uk/council/finances/income-spending/2015/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/March.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/May-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv
2015-04,25747148.81,https://www.calderdale.gov.uk/council/finances/income-spending/2015/April.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/May-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv
2015-05,20065419.74,https://www.calderdale.gov.uk/council/finances/income-spending/2015/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/May.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv
2015-06,24179177.93,https://www.calderdale.gov.uk/council/finances/income-spending/2015/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/June.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv
2015-07,23278167.71,https://www.calderdale.gov.uk/council/finances/income-spending/2015/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/July.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv
2015-08,20821337.62,https://www.calderdale.gov.uk/council/finances/income-spending/2015/August.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv
2015-09,19077614.75,https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/September.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv
2015-10,22358601.80,https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/October.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv
2015-11,20556473.23,https://www.calderdale.gov.uk/council/finances/income-spending/2015/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2015/November.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv
2015-12,22717415.87,https://www.calderdale.gov.uk/council/finances/income-spending/2015/December.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv
2016-01,23742949.08,https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/January.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv
2016-02,19936709.73,https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/February.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv
2016-03,19130775.11,https://www.calderdale.gov.uk/council/finances/income-spending/2016/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/March.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/May-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv
2016-04,30954831.21,https://www.calderdale.gov.uk/council/finances/income-spending/2016/April.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/May-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2016-05,20825268.42,https://www.calderdale.gov.uk/council/finances/income-spending/2016/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/May.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2016-06,24162282.28,https://www.calderdale.gov.uk/council/finances/income-spending/2016/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/June.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2016-07,24872693.47,https://www.calderdale.gov.uk/council/finances/income-spending/2016/August-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/July.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2016-08,25488154.35,https://www.calderdale.gov.uk/council/finances/income-spending/2016/August.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv
2016-09,15195631.37,https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/October-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/September.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2016-10,16090215.81,https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/October.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2016-11,15471357.80,https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/November.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2016-12,15991056.72,https://www.calderdale.gov.uk/council/finances/income-spending/2016/December-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2016/December.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv
2017-01,15955817.89,https://www.calderdale.gov.uk/council/finances/income-spending/2017/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/January.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/March-card-payments.csv
2017-02,12506226.28,https://www.calderdale.gov.uk/council/finances/income-spending/2017/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/February.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2017/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/April-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/February-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/July-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/June-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2018/March-card-payments.csv https://www.calderdale.gov.uk/council/finances/income-spending/2019/January-card-payments.csv
