Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2019-05,13012296.79,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9038/transactions_over_500_may_2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2019-06,8619085.04,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2019-07,11302736.52,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/9252/transactions_over_500_june_2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2019-08,10676643.03,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9428/transactions_over_500_july_2019.csv https://www.darlington.gov.uk/media/9631/transactions_over_500_august_2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2019-09,9154679.32,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv https://www.darlington.gov.uk/media/9803/transactions_over_500_september__2019.csv
2019-10,11021981.40,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv
2019-11,10899099.51,https://www.darlington.gov.uk/media/10237/transactions_over_500_october__2019.csv https://www.darlington.gov.uk/media/10440/transactions_over_500_november_2019.csv https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv
2019-12,10834937.74,https://www.darlington.gov.uk/media/10671/transactions_over_500_december_2019.csv https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/8595/transactions_over_500_march_2019.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv
2020-01,9129198.07,https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv
2020-02,9696344.50,https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv
2020-03,12404803.67,https://www.darlington.gov.uk/media/11701/transactions_over_500_march_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv https://www.darlington.gov.uk/media/8908/transactions_over_500_april__2019.csv
2020-04,10889215.70,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-05,8360845.88,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-06,10700599.39,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-07,9372030.32,https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-08,9662741.19,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12145/transactions_over_500_august__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-09,10384635.14,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-10,9569824.58,https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12249/transactions_over_500_september__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-11,11424567.26,https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/12056/transactions_over_500_july__2020.csv https://www.darlington.gov.uk/media/12386/transactions_over_500_october__2020.csv https://www.darlington.gov.uk/media/12505/transactions_over_500_november_2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2020-12,9761805.76,https://www.darlington.gov.uk/media/10891/transactions_over_500_january_2020.csv https://www.darlington.gov.uk/media/11613/transactions_over_500_february_2020.csv https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/11894/transactions_over_500_may__2020.csv https://www.darlington.gov.uk/media/12728/transactions_over_500_december__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2021-01,4328060.01,https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2021-02,22712.88,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2021-03,4000.00,https://www.darlington.gov.uk/media/11746/transactions_over_500_april__2020.csv
2021-04,0.00,
2021-05,0.00,
2021-06,2055.00,https://www.darlington.gov.uk/media/11978/transactions_over_500_june__2020.csv
2021-07,0.00,
2021-08,0.00,
2021-09,0.00,
2021-10,13429.90,https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
2021-11,0.00,
2021-12,12043.83,https://www.darlington.gov.uk/media/12858/transactions_over_500_january_2021.csv
