Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2014-04,13319050.48,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/31a812ad-3f88-40d9-98d1-cf01ae17cb36/spend-over-500-q1-2014-2015.csv
2014-05,15772153.36,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/31a812ad-3f88-40d9-98d1-cf01ae17cb36/spend-over-500-q1-2014-2015.csv
2014-06,19158402.61,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/31a812ad-3f88-40d9-98d1-cf01ae17cb36/spend-over-500-q1-2014-2015.csv
2014-07,23062490.86,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/7f51c2e4-0737-4f95-a824-c3ca9f70df64/spend-over-500-q2-2014-2015.csv
2014-08,15497724.82,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/7f51c2e4-0737-4f95-a824-c3ca9f70df64/spend-over-500-q2-2014-2015.csv
2014-09,15839043.35,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/7f51c2e4-0737-4f95-a824-c3ca9f70df64/spend-over-500-q2-2014-2015.csv
2014-10,21673047.37,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/7f51c2e4-0737-4f95-a824-c3ca9f70df64/spend-over-500-q2-2014-2015.csv https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/bb98c2c3-e9f0-4b4e-995d-137b1b933428/spend-over-500-q3-2014-2015.csv
2014-11,15295207.03,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/bb98c2c3-e9f0-4b4e-995d-137b1b933428/spend-over-500-q3-2014-2015.csv
2014-12,17030526.50,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/bb98c2c3-e9f0-4b4e-995d-137b1b933428/spend-over-500-q3-2014-2015.csv
2015-01,20049563.76,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/6056eec9-9627-48c1-b452-17ed5d4816e6/spend-over-500-q4-2014-2015.csv
2015-02,16683199.36,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/6056eec9-9627-48c1-b452-17ed5d4816e6/spend-over-500-q4-2014-2015.csv
2015-03,19298568.02,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/6056eec9-9627-48c1-b452-17ed5d4816e6/spend-over-500-q4-2014-2015.csv
2015-04,18096556.00,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/4711f8c7-ee1a-482d-a985-67d66254fcb8/spend-over-500-q1-2015-2016.csv https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/6056eec9-9627-48c1-b452-17ed5d4816e6/spend-over-500-q4-2014-2015.csv
2015-05,18471563.12,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/4711f8c7-ee1a-482d-a985-67d66254fcb8/spend-over-500-q1-2015-2016.csv
2015-06,21737772.19,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/4711f8c7-ee1a-482d-a985-67d66254fcb8/spend-over-500-q1-2015-2016.csv
2015-07,20046645.39,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/2f10fef7-c83c-4524-8485-4306be8505a9/spend-over-500-q2-2015-2016.csv https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/4711f8c7-ee1a-482d-a985-67d66254fcb8/spend-over-500-q1-2015-2016.csv
2015-08,18678151.56,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/2f10fef7-c83c-4524-8485-4306be8505a9/spend-over-500-q2-2015-2016.csv
2015-09,17917122.73,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/2f10fef7-c83c-4524-8485-4306be8505a9/spend-over-500-q2-2015-2016.csv
2015-10,37444580.96,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/7d4b8716-5f7a-481c-8033-d7ccd25d71f8/spend-over-500-q3-2015-2016-v2.csv
2015-11,24716470.30,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/7d4b8716-5f7a-481c-8033-d7ccd25d71f8/spend-over-500-q3-2015-2016-v2.csv
2015-12,9672090.40,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/7d4b8716-5f7a-481c-8033-d7ccd25d71f8/spend-over-500-q3-2015-2016-v2.csv
2016-01,24113200.01,https://datamillnorth.org/download/wakefield-council-spend-over-500-pounds/853aed80-edfa-4ceb-9931-5870149aeabb/spend-over-500-q4-2015-2016.csv
