66.04	66.04	6576
66056.10	132112.2	6589
656.02	1968.06	6559
6252.44	12504.88	6413
629.17	1258.34	6428
6295.00	6295	6435
63200.00	252800	6456
6160.00	18480	6363
685.00	2740	6706
603.62	1207.24	6280
61580.65	61580.65	6360
65.60	196.8	6537
691.65	691.65	6730
6179.99	12359.98	6369
6825.00	6825	6693
6448.76	6448.76	6512
600.17	600.17	6261
68906.00	68906	6717
610.45	610.45	6323
63.00	126	6436
62.87	125.74	6385
6988.50	6988.5	6756
649.98	649.98	6532
692.00	692	6734
612.43	1224.86	6334
6.97	6.97	6254
6740.00	6740	6652
6800.00	13600	6685
649.28	649.28	6530
6029.16	6029.16	6277
695.00	2085	6743
67586.68	67586.68	6659
664.00	664	6605
660.12	660.12	6584
6202.24	6202.24	6391
645.00	645	6513
6174.00	6174	6366
6808.26	13616.52	6689
695.76	695.76	6745
6741.08	6741.08	6653
671.03	671.03	6639
640.00	5760	6493
606.67	606.67	6293
685.60	4799.2	6707
64907.00	194721	6534
6500.00	6500	6540
663.75	663.75	6603
672.00	6720	6642
6192.84	6192.84	6376
6510.00	6510	6543
635.00	2540	6465
601.88	4213.16	6269
6676.40	6676.4	6621
618.12	618.12	6370
6173.22	6173.22	6365
6401.36	38408.16	6494
64.65	64.65	6492
667639.96	2670559.84	6622
638.76	638.76	6477
62000.00	62000	6390
690.24	690.24	6723
681.66	681.66	6690
6.44	6.44	6248
6031.13	6031.13	6282
62.40	62.4	6380
604.00	3020	6283
629.88	629.88	6432
6456.26	6456.26	6517
67.00	67	6626
62938.32	62938.32	6434
6703.99	6703.99	6638
615.75	615.75	6353
67021.00	268084	6637
642.82	642.82	6505
670.50	1341	6634
62513.32	62513.32	6412
624.11	624.11	6405
627.00	1254	6418
699.24	699.24	6759
683.33	683.33	6698
6718.12	13436.24	6641
67.10	67.1	6627
646.00	1292	6519
6.60	6.6	6251
630.88	630.88	6447
62251.00	186753	6395
6259.39	6259.39	6415
60218.00	60218	6274
605.00	605	6289
6879.40	6879.4	6712
625.00	2500	6410
60238.00	60238	6275
6068.72	6068.72	6295
670.22	670.22	6631
64.36	257.44	6490
619.44	619.44	6375
6748.02	6748.02	6656
697.17	697.17	6753
624.66	624.66	6407
64853.00	194559	6528
660.80	660.8	6586
6074.00	6074	6302
6340.85	6340.85	6464
615.98	615.98	6354
6617.59	6617.59	6596
60954.00	60954	6316
618.93	618.93	6371
6306.25	6306.25	6449
680.56	680.56	6682
620.10	620.1	6388
601.73	601.73	6268
6826.82	6826.82	6695
632.40	4426.8	6455
6619.79	6619.79	6597
642.00	642	6501
6628.57	6628.57	6601
691.80	2767.2	6732
611.30	611.3	6328
66298.00	66298	6602
6608.54	6608.54	6590
616.31	616.31	6362
6150.12	6150.12	6356
6785.36	6785.36	6671
602.00	602	6271
6628.00	6628	6600
660.35	660.35	6585
