977.07	977.07	7932
929.14	11149.68	7733
974.24	974.24	7918
909.51	909.51	7640
9734.00	9734	7917
948.90	1897.8	7818
957.50	957.5	7851
9777.38	9777.38	7938
951.69	6661.83	7832
90.01	90.01	7599
9646.88	28940.64	7887
979.61	979.61	7943
947.55	947.55	7809
9935.17	9935.17	7980
948.00	1896	7813
9208.79	9208.79	7698
930.00	1860	7738
947.38	947.38	7807
9273.04	9273.04	7730
93559.00	374236	7758
9928.51	9928.51	7975
9076.75	9076.75	7634
946.40	946.4	7802
960.00	5760	7866
948.91	4744.55	7819
9620.55	9620.55	7878
918.53	4592.65	7686
959.65	1919.3	7859
9487.50	9487.5	7820
948.80	948.8	7817
9437.50	18875	7791
921.18	2763.54	7700
9980.00	9980	7996
976.34	976.34	7929
907.26	907.26	7631
9018.84	9018.84	7616
976.23	976.23	7928
9996.00	39984	8002
9872.22	9872.22	7959
94550.14	94550.14	7800
991.16	991.16	7969
96459.00	385836	7886
974.99	974.99	7923
98.00	196	7944
938.00	1876	7768
99348.00	99348	7979
902.67	902.67	7619
909.28	909.28	7639
929.56	1859.12	7734
9685.22	9685.22	7896
933.79	11205.48	7750
911.24	911.24	7654
976.43	976.43	7930
948.53	948.53	7816
99494.00	99494	7983
955.00	955	7845
9058.82	9058.82	7627
978.00	1956	7939
978.22	1956.44	7940
9211.16	9211.16	7704
998.00	1996	7993
975.62	975.62	7927
9012.88	18025.76	7615
9048.00	9048	7623
901.29	2703.87	7612
913.23	2739.69	7659
98494.00	98494	7952
980.00	7840	7946
916.54	4582.7	7678
943.16	1886.32	7787
995.00	3980	7984
947.05	2841.15	7806
91568.29	91568.29	7673
969.84	969.84	7898
9204.03	9204.03	7697
950.88	950.88	7829
984.85	1969.7	7950
902.63	902.63	7618
916.50	1833	7677
9771.43	9771.43	7936
969.00	969	7897
97621.00	292863	7931
9330.36	9330.36	7752
962.30	1924.6	7877
952.48	952.48	7836
91.05	91.05	7645
9.85	88.65	7596
915.30	915.3	7669
9224.05	9224.05	7709
903.56	903.56	7621
943.07	3772.28	7786
967.61	2902.83	7893
924.00	4620	7714
985.00	985	7953
9942.00	9942	7982
93574.25	93574.25	7759
95.68	95.68	7826
90810.00	90810	7636
972.00	2916	7911
96.62	96.62	7864
949.53	949.53	7823
966.00	1932	7889
938.25	938.25	7769
922.51	2767.53	7708
9197.02	9197.02	7692
958.52	958.52	7857
95.00	855	7825
909.91	1819.82	7642
939.75	5638.5	7774
9618.14	9618.14	7875
912.56	912.56	7657
