40720.00	40720	4951
476.75	476.75	5447
49151.00	49151	5555
4975.00	4975	5584
49701.00	149103	5582
45.06	45.06	5277
429.75	429.75	5115
465.40	465.4	5377
454.50	454.5	5313
435.00	3915	5165
4474.98	4474.98	5262
4424.85	4424.85	5232
441.62	883.24	5221
405.25	405.25	4939
435.02	435.02	5166
4406.00	4406	5216
46.92	46.92	5353
47.24	47.24	5403
41.67	41.67	4967
477846.25	477846.25	5454
4388.00	4388	5192
450.12	450.12	5284
4734.23	4734.23	5432
4012.80	8025.6	4922
440.34	440.34	5209
485.00	2910	5502
4000.77	4000.77	4912
452.79	452.79	5302
4650.00	9300	5379
4752.54	4752.54	5443
4580.25	4580.25	5336
499.69	499.69	5593
4622.80	18491.2	5365
4956.00	4956	5572
4875.00	4875	5522
436.00	436	5172
440.92	3968.28	5211
49.40	98.8	5537
480.00	10560	5472
4669.92	4669.92	5386
498.00	1494	5585
4830.00	9660	5493
40.40	80.8	4905
43.73	87.46	5127
4507.20	4507.2	5293
447.35	447.35	5259
4225.47	4225.47	5067
4508.14	4508.14	5294
4468.75	8937.5	5257
4.16	20.8	4890
4195.52	4195.52	5035
457.00	457	5326
437.12	874.24	5179
4914.00	4914	5552
486.20	972.4	5513
491.70	491.7	5550
42524.50	42524.5	5091
4281.98	4281.98	5111
46824.33	46824.33	5395
446.63	446.63	5252
405.44	405.44	4940
4825.00	4825	5489
44830.78	44830.78	5269
467.00	467	5387
41.50	373.5	4965
460805.82	460805.82	5357
488.15	488.15	5525
488.00	488	5524
494.63	494.63	5565
4733.88	4733.88	5431
4193.95	4193.95	5033
4166.67	4166.67	5008
411.00	822	4974
4455.00	4455	5249
486.00	2916	5511
4480.00	4480	5267
4754.08	19016.32	5444
4082.27	4082.27	4955
432.16	864.32	5141
4000.00	48000	4910
4123.12	8246.24	4982
490.00	11760	5541
4350.00	13050	5170
443.50	443.5	5236
418.44	1673.76	5016
42435.56	42435.56	5083
4061.13	4061.13	4947
4351.00	4351	5171
49421.08	49421.08	5567
483.40	3383.8	5492
422.70	422.7	5060
4108.88	24653.28	4973
470.15	470.15	5412
4598.00	4598	5346
48.88	97.76	5471
498.15	498.15	5587
451.26	451.26	5296
4553.32	4553.32	5319
491.64	491.64	5547
447.18	894.36	5258
4296.36	4296.36	5117
418.90	418.9	5021
418.75	418.75	5019
438.83	438.83	5191
430.00	3010	5128
425.15	425.15	5087
481.99	481.99	5478
4205.76	4205.76	5047
423.30	423.3	5072
45.54	45.54	5279
423.34	423.34	5074
453.00	2265	5306
46957.00	46957	5399
4006.44	4006.44	4916
459342.59	459342.59	5344
420564.77	420564.77	5048
4990.00	4990	5595
42902.51	42902.51	5116
4345.92	4345.92	5161
467.26	467.26	5388
434.00	434	5157
412.00	412	4981
4769.16	4769.16	5450
478.38	478.38	5459
4929.30	4929.3	5560
473.00	473	5425
4348.49	4348.49	5163
45971.20	45971.2	5345
4727.68	4727.68	5423
443.85	443.85	5237
470.00	2350	5409
4215.82	4215.82	5052
4635.62	4635.62	5370
441.90	883.8	5222
44037.40	44037.4	5215
49.60	49.6	5539
45007.00	135021	5291
418.66	418.66	5018
4250.00	29750	5090
4328.59	4328.59	5146
473.51	473.51	5428
4580.00	4580	5334
4989.84	4989.84	5592
4033.28	40332.8	4932
4601.82	32212.74	5356
41755.30	41755.3	5012
42.50	212.5	5037
4844.88	4844.88	5499
402.18	402.18	4923
44.76	134.28	5205
477.99	477.99	5451
4779.92	19119.68	5455
4125.00	4125	4984
4 OURHOUSE CDSL BIRMINGHA	19.56	4885
4222.00	25332	5062
4615.88	18463.52	5362
40.25	40.25	4903
484.35	484.35	5497
438.05	438.05	5187
4006.76	20033.8	4917
484.00	968	5496
4137.00	4137	4991
4904.76	4904.76	5545
440.63	440.63	5210
420.32	1260.96	5045
41.42	41.42	4964
4650.91	4650.91	5380
4349.44	4349.44	5164
427.50	1282.5	5099
4Imprint Direct Ltd [GROUPED]	5455.6	5599
425.00	7650	5085
422.13	422.13	5058
4280.40	29962.8	5109
40498.01	40498.01	4937
455.00	910	5315
438.71	438.71	5189
453.54	453.54	5307
449.90	449.9	5272
423.22	423.22	5071
474.00	948	5433
417.00	834	5009
440.00	11000	5207
4500.00	76500	5289
4070.00	4070	4950
479.55	479.55	5465
4390.30	4390.3	5195
400.32	400.32	4908
4456.88	8913.76	5250
41182.63	41182.63	4979
4187.50	4187.5	5028
41519.13	41519.13	5000
4025.00	8050	4928
46.10	46.1	5348
44.72	44.72	5204
4965.81	4965.81	5576
492.09	492.09	5558
4963.92	9927.84	5575
47.84	143.52	5407
4580.19	4580.19	5335
478.69	478.69	5461
403.58	403.58	4930
4161.00	4161	5005
459.00	459	5340
487.00	487	5519
470312.00	940624	5416
40.00	360	4900
470.08	1880.32	5411
471.50	943	5417
441.50	441.5	5220
4176.00	16704	5013
43000.00	86000	5131
4900.00	9800	5543
4692.60	4692.6	5398
4464.00	4464	5255
4200.00	21000	5046
4275.00	12825	5101
420.16	840.32	5044
43.68	87.36	5125
4800.00	43200	5474
459.45	459.45	5342
450.00	9900	5282
4281.80	8563.6	5110
44471.00	177884	5243
4585.00	4585	5337
4105.08	4105.08	4972
4114.53	4114.53	4977
445.00	890	5244
436.46	436.46	5175
498.02	498.02	5586
45.76	45.76	5281
470.06	470.06	5410
469859.33	469859.33	5401
434.05	434.05	5158
417.50	417.5	5010
436.66	873.32	5176
4374.50	4374.5	5183
4093.36	4093.36	4961
4212.84	33702.72	5051
487.50	3412.5	5520
442.57	442.57	5228
446.62	1786.48	5251
464.00	464	5373
47793.00	47793	5456
422.82	845.64	5061
4892.20	4892.2	5534
43.50	43.5	5124
4827.92	4827.92	5490
4410.00	4410	5223
460.00	2760	5354
4422.56	4422.56	5231
416.67	416.67	5004
4770.00	4770	5452
4.68	4.68	4896
4186.00	4186	5027
40.04	120.12	4901
44468.00	44468	5242
472.50	1890	5421
437.29	437.29	5180
4450.00	4450	5247
4.26	4.26	4891
4236.25	4236.25	5081
42463.00	42463	5084
40.80	40.8	4906
433.10	433.1	5148
42299.06	42299.06	5070
4045.00	4045	4935
458.50	458.5	5331
45.24	135.72	5278
409.30	409.3	4960
44066.00	44066	5217
479.00	958	5462
4971.52	34800.64	5583
4304.50	4304.5	5135
435.86	435.86	5169
4562.24	4562.24	5324
428.64	428.64	5106
4192.34	4192.34	5032
478.20	956.4	5458
462.00	1386	5363
420.11	420.11	5043
4269.00	4269	5098
46000.00	138000	5355
4887.68	53764.48	5530
463.40	926.8	5368
4378.00	4378	5185
41452.08	41452.08	4995
494.72	494.72	5566
426.67	426.67	5094
4626.30	4626.3	5366
498.46	498.46	5589
415.00	415	4996
4180.87	4180.87	5023
439.85	439.85	5194
46398.23	46398.23	5372
49.20	49.2	5536
4402.50	4402.5	5213
4131.00	24786	4989
415.36	415.36	4997
453292.00	906584	5309
4510.00	4510	5298
4340.70	4340.7	5160
4725.00	9450	5422
4712.92	4712.92	5419
423.95	1271.85	5076
4.11	4.11	4888
4.98	4.98	4899
49474.95	49474.95	5568
4045.77	4045.77	4936
4960.00	4960	5574
4153.96	4153.96	5001
41191.56	41191.56	4980
438.00	438	5186
4277.50	4277.5	5103
465.00	2790	5376
485.50	485.5	5504
406.02	2030.1	4945
43035580 COSTA COFFEE	114.71	5133
4042.08	16168.32	4934
43032170 COSTA COFFEE	60.28	5132
4551.98	4551.98	5318
4225.69	4225.69	5068
42242.23	42242.23	5066
4745.45	4745.45	5436
468.50	937	5392
437.58	437.58	5182
406.50	813	4946
444.96	444.96	5241
417.74	417.74	5011
485.78	485.78	5507
402435.35	402435.35	4927
4178.26	4178.26	5014
491.65	491.65	5548
481.38	481.38	5477
4157.37	4157.37	5002
439.50	439.5	5193
498.64	498.64	5590
419.00	419	5030
451.28	451.28	5297
413.90	413.9	4988
434.44	434.44	5159
4863.48	4863.48	5516
492.40	2462	5559
452.75	452.75	5301
4915.00	4915	5553
444.20	444.2	5240
413.36	413.36	4987
43141.00	43141	5138
4.04	4.04	4887
436.68	436.68	5177
420.08	420.08	5042
4Ways Private Hire Ltd	4481	5600
425.04	850.08	5086
455.60	455.6	5316
4347.00	13041	5162
47.00	564	5402
48300.00	48300	5494
450.54	450.54	5286
47.52	47.52	5405
458.57	458.57	5332
43.72	43.72	5126
40.32	40.32	4904
4329.66	4329.66	5147
414.00	414	4992
4576.00	4576	5329
4631.08	13893.24	5369
4854.89	4854.89	5510
4659.00	4659	5382
436.44	436.44	5174
45920.81	45920.81	5343
404.93	404.93	4933
4520.40	4520.4	5303
46.12	46.12	5349
4005.64	4005.64	4915
41886.36	41886.36	5029
44.20	88.4	5202
447.56	447.56	5260
48.18	48.18	5470
420.00	11340	5041
408.44	408.44	4953
494.00	494	5563
