Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2010-04,41997466.05,
2010-05,40493474.13,
2010-06,45251091.48,
2010-07,44084096.59,
2010-08,40470128.82,
2010-09,38113755.58,
2010-10,31994834.36,
2010-11,39525881.57,
2010-12,35771704.50,
2011-01,29995514.38,
2011-02,32812059.95,
2011-03,45930634.23,
2011-04,30246955.73,
2011-05,29227180.78,
2011-06,34599741.26,
2011-07,36412968.54,
2011-08,33952964.31,
2011-09,25947667.69,
2011-10,31643488.19,
2011-11,34890259.47,
2011-12,33845399.63,
2012-01,27041079.18,
2012-02,35331132.53,
2012-03,46433813.52,
2012-04,26682518.90,
2012-05,31060812.93,
2012-06,31652416.85,
2012-07,29278978.64,
2012-08,32016027.17,
2012-09,28469808.74,
2012-10,31445712.67,
2012-11,43464005.38,
2012-12,36681093.88,
2013-01,27026853.04,
2013-02,24366166.08,
2013-03,32000230.10,
2013-04,26658077.82,
2013-05,27926362.27,
2013-06,27197546.20,
2013-07,32036222.53,
2013-08,29485062.25,
2013-09,35492160.36,
2013-10,27330681.19,
2013-11,33093337.23,
2013-12,34832985.58,
2014-01,39414998.20,
2014-02,27481833.71,
2014-03,38053411.53,
2014-04,32352273.75,
2014-05,32854232.81,
2014-06,30235672.77,
2014-07,35520404.39,
2014-08,30815043.21,
2014-09,37007196.81,
2014-10,32472265.13,
2014-11,30238510.56,
2014-12,33447393.97,
2015-01,28183254.58,
2015-02,27253709.67,
2015-03,42240856.83,
2015-04,26518369.40,
2015-05,30901388.69,
2015-06,45826767.96,
2015-07,36501759.95,
2015-08,36083681.56,
2015-09,35669285.05,
2015-10,32494352.60,
2015-11,35836698.24,
2015-12,38636680.68,
2016-01,27409116.76,
2016-02,31945107.25,
2016-03,51737576.51,
2016-04,32714790.96,
2016-05,35804721.59,
2016-06,35567591.82,
2016-07,29533106.98,
2016-08,37367884.94,
2016-09,34094042.06,
2016-10,33748264.68,
2016-11,38833490.09,
2016-12,36422751.94,
2017-01,30763645.73,
2017-02,34072658.92,
2017-03,43310630.99,
